"","sampleID.exp","test1.exp","allP.exp","ztest1","zallP","month","june","aug","exp.adjust","exp.adjustTest1","stress"
"1","10_A_65",19540,23230,-0.456975991705421,0.214966789112269,"june",1,0,1837.80405330895,21377.804053309,1852.19594669105
"2","10_C_67",19090,22590,-0.657348974951645,0.0928276801607043,"june",1,0,1732.82478346261,20822.8247834626,1767.17521653739
"3","10_D_68",19550,22850,-0.452523258744393,0.142446693172278,"june",1,0,1820.84067373489,21370.8406737349,1479.15932626511
"4","162_A_941",17860,23240,-1.20503512915799,0.216875212689637,"june",1,0,1514.29404454618,19374.2940445462,3865.70595545382
"5","162_B_942",17800,24030,-1.23175152692415,0.367640675301725,"june",1,0,1568.44927003175,19368.4492700317,4661.55072996825
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","162_D_944",17800,21540,-1.23175152692415,-0.107556795462957,"june",1,0,1352.41116689518,19152.4111668952,2387.58883310482
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","166_C_967",19100,22490,-0.652896241990617,0.073743444387022,"june",1,0,1727.94141506164,20827.9414150616,1662.05858493836
"10","170_A_989",18900,20680,-0.741950901211162,-0.271681223116622,"june",1,0,1545.91197525084,20445.9119752508,234.088024749155
"11","170_B_990",18070,24490,-1.11152773697642,0.455428159860662,"june",1,0,1668.21513530685,19738.2151353069,4751.78486469315
"12","170_C_991",18270,20420,-1.02247307775588,-0.321300236128194,"june",1,0,1374.95529174974,19644.9552917497,775.044708250258
"13","170_D_992",18530,21390,-0.906702020769168,-0.136183149123479,"june",1,0,1518.40330814575,20048.4033081458,1341.59669185425
"14","188_A_1197",20000,21930,-0.252150275498169,-0.0331282759455968,"june",1,0,1835.56126974668,21835.5612697467,94.4387302533141
"15","188_B_1198",22710,28770,0.954540356940204,1.27223345097425,"june",1,0,2460.59525201414,25170.5952520141,3599.40474798586
"16","19_A_125",21440,23580,0.389043270889749,0.281761614320156,"june",1,0,2019.36577452433,23459.3657745243,120.634225475671
"17","19_B_126",19550,23990,-0.452523258744393,0.360006980992252,"june",1,0,1871.18512290595,21421.1851229059,2568.81487709405
"18","19_C_127",18900,23760,-0.741950901211162,0.316113238712784,"june",1,0,1774.0182642125,20674.0182642125,3085.9817357875
"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","201_B_1270",19160,22550,-0.626179844224454,0.0851939858512317,"june",1,0,1742.74093760234,20902.7409376023,1647.25906239766
"22","201_D_1272",20420,24520,-0.0651354911350256,0.461153430592766,"june",1,0,1961.58953296539,22381.5895329654,2138.41046703461
"23","206_A_1329",18950,22650,-0.719687236406026,0.104278221624913,"june",1,0,1710.80096092913,20660.8009609291,1989.19903907087
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","209_C_1367",18650,23540,-0.853269225236843,0.274127920010683,"june",1,0,1715.68387857828,20365.6838785783,3174.31612142173
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","212_A_1401",20780,23120,0.0951628954619536,0.193974129761219,"june",1,0,1952.61447088135,22732.6144708814,387.385529118648
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","212_C_1403",19530,22100,-0.461428724666447,-0.000685075130337096,"june",1,0,1777.09840620787,21307.0984062079,792.901593792132
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","214_C_1427",19830,23630,-0.327846735835632,0.291303732206997,"june",1,0,1886.43927077591,21716.4392707759,1913.56072922409
"36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","221_B_1510",19920,23480,-0.287772139186386,0.262677378546474,"june",1,0,1889.93147687453,21809.9314768745,1670.06852312547
"38","221_C_1511",24820,32920,1.89406701171694,2.06422923558205,"june",1,0,3302.62083666323,28122.6208366632,4797.37916333677
"39","231_A_1629",20030,23450,-0.238792076615087,0.256952107814369,"june",1,0,1899.35176828252,21929.3517682825,1520.64823171748
"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","233_B_1654",20140,28410,-0.189812014043788,1.203530202189,"june",1,0,2043.40410727802,22183.404107278,6226.59589272198
"43","233_C_1655",20810,29820,0.108521094345034,1.47261792659791,"june",1,0,2185.24327673173,22995.2432767317,6824.75672326827
"44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","236_D_1692",23500,26600,1.30630626086135,0.858105534685352,"june",1,0,2456.83088385508,25956.8308838551,643.169116144923
"47","242_A_1761",19230,22470,-0.595010713497264,0.0699265972322857,"june",1,0,1749.84985825435,20979.8498582544,1490.15014174565
"48","242_B_1762",19220,23750,-0.599463446458292,0.314204815135415,"june",1,0,1820.96671688693,21040.9667168869,2709.03328311307
"49","242_C_1763",18520,22460,-0.911154753730196,0.0680181736549179,"june",1,0,1605.72345400039,20125.7234540004,2334.27654599961
"50","242_D_1764",23450,26220,1.28404259605622,0.78558543874536,"june",1,0,2428.50339503145,25878.5033950314,341.496604968554
"51","243_A_1793",22190,27750,0.72299824296679,1.07757424608269,"june",1,0,2304.18832160742,24494.1883216074,3255.81167839258
"52","243_B_1794",21000,28890,0.193123020604552,1.29513453390267,"june",1,0,2166.52768604322,23166.5276860432,5723.47231395678
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","243_D_1796",21420,25700,0.380137804967695,0.686347412722214,"june",1,0,2085.75210327552,23505.7521032755,2194.24789672448
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","245_B_1798",20900,26820,0.148595690994279,0.900090853387452,"june",1,0,2067.1580709763,22967.1580709763,3852.8419290237
"57","245_D_1800",27300,31300,2.99834478605169,1.7550646160484,"june",1,0,3759.7790957691,31059.7790957691,240.220904230904
"58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","248_B_1834",21180,29140,0.273272213903041,1.34284512333687,"june",1,0,2208.32433784925,23388.3243378493,5751.67566215075
"60","248_C_1835",19600,21900,-0.430259593939257,-0.0388535466777016,"june",1,0,1776.49389516788,21376.4938951679,523.506104832119
"61","248_D_1836",20000,25730,-0.252150275498169,0.692072683454318,"june",1,0,1961.2237465798,21961.2237465798,3768.7762534202
"62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","250_C_1859",23030,30800,1.09702781169308,1.65964343717999,"june",1,0,2662.95396380886,25692.9539638089,5107.04603619114
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","30_B_186",24270,30340,1.64916669886045,1.57185595262106,"june",1,0,2835.70255491606,27105.7025549161,3234.29744508394
"66","30_C_187",18410,24910,-0.960134816301495,0.535581950110126,"june",1,0,1762.60989326242,20172.6098932624,4737.39010673758
"67","30_D_188",20450,27580,-0.0517772922519451,1.04513104526743,"june",1,0,2046.58467234528,22496.5846723453,5083.41532765473
"68","35_A_221",22430,26510,0.829863834031442,0.840929722489038,"june",1,0,2275.10246473986,24705.1024647399,1804.89753526014
"69","35_C_223",18380,22640,-0.973493015184577,0.102369798047545,"june",1,0,1588.41089433655,19968.4108943365,2671.58910566345
"70","35_D_224",20550,22650,-0.00724996264167236,0.104278221624913,"june",1,0,1920.33696200363,22470.3369620036,179.663037996372
"71","46_A_281",18130,21650,-1.08481133921026,-0.0865641361119065,"june",1,0,1443.29565921829,19573.2956592183,2076.70434078171
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","46_C_283",19210,25170,-0.603916179419318,0.5852009631217,"june",1,0,1880.49177111603,21090.491771116,4079.50822888397
"74","46_D_284",21350,26540,0.348968674240504,0.846654993221142,"june",1,0,2109.5932558897,23459.5932558897,3080.4067441103
"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","101",19650,25460,0.377210734848822,0.193705757313966,"aug",0,1,2002.12177782252,21652.1217778225,3807.87822217748
"80","102",18930,24470,-0.0803149818385482,-0.029192600949171,"aug",0,1,1864.7321191226,20794.7321191226,3675.2678808774
"81","103",19110,21080,0.0340664473332942,-0.792450615607791,"aug",0,1,1664.00881656423,20774.0088165642,305.991183435774
"82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","113",20710,27840,1.05079026219412,0.729562416572821,"aug",0,1,2361.4279933914,23071.4279933914,4768.5720066086
"84","114",19000,22690,-0.035833314938387,-0.429959346109154,"aug",0,1,1766.74216555767,20766.7421655577,1923.25783444233
"85","116",18530,29310,-0.334495935553753,1.06053270611505,"aug",0,1,2007.72323473122,20537.7232347312,8772.27676526878
"86","137",18490,24450,-0.359914030925275,-0.0336955980857999,"aug",0,1,1774.49319042914,20264.4931904291,4185.50680957086
"87","138",18620,20800,-0.277305220967832,-0.855492575520597,"aug",0,1,1488.20179724163,20108.2017972416,691.798202758371
"88","139",18890,24900,-0.105733077210068,0.0676218374883531,"aug",0,1,1879.96790316709,20769.9679031671,4130.03209683291
"89","140",17530,22440,-0.969948319841768,-0.486246810317017,"aug",0,1,1287.2111054486,18817.2111054486,3622.7888945514
"90","149",17660,24710,-0.887339509884326,0.0248433646903778,"aug",0,1,1552.91036346975,19212.9103634697,5497.08963653025
"91","151",21240,23600,1.38758002586676,-0.225072976392533,"aug",0,1,2193.87582802518,23433.8758280252,166.124171974818
"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","17",18520,23140,-0.340850459396634,-0.328641910535001,"aug",0,1,1675.90065219589,20195.9006521959,2944.09934780411
"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","175",18700,24120,-0.226469030224792,-0.107995050840178,"aug",0,1,1799.17522951644,20499.1752295164,3620.82477048356
"99","176",11940,19560,-4.52212714801177,-1.1346783979916,"aug",0,1,-176.043141186729,11763.9568588133,7796.04314118673
"100","18",19180,25560,0.0785481142334554,0.216220742997111,"aug",0,1,1947.93141838102,21127.931418381,4432.06858161898
"101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","197",12320,12870,-4.28065524198232,-2.64093094019401,"aug",0,1,-179.26607757772,12140.7339224223,729.26607757772
"103","198",16780,19380,-1.44653760805778,-1.17520537222126,"aug",0,1,828.231447831039,17608.231447831,1771.76855216896
"104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","200",17490,21680,-0.99536641521329,-0.65736070150892,"aug",0,1,1210.33589739958,18700.3358973996,2979.66410260042
"106","209",20120,23550,0.67587335546419,-0.236330469234106,"aug",0,1,1992.80017117098,22112.800171171,1437.19982882902
"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","211",16810,19500,-1.42747403652914,-1.14818738940148,"aug",0,1,846.558241224605,17656.5582412246,1843.4417587754
"109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","234",16590,23330,-1.5672735610725,-0.285863437737026,"aug",0,1,1056.5278904339,17646.5278904339,5683.4721095661
"112","236",17910,22500,-0.728476413812323,-0.47273781890713,"aug",0,1,1418.38511280715,19328.3851128071,3171.61488719285
"113","245",19070,27090,0.00864835196177418,0.560700023949232,"aug",0,1,1989.99498014371,21059.9949801437,6030.0050198563
"114","246",19510,27560,0.288247401048501,0.666520456660014,"aug",0,1,2067.11944639919,21577.1194463992,5982.88055360081
"115","247",18120,21060,-0.595031413111839,-0.79695361274442,"aug",0,1,1354.98917737693,19474.9891773769,1585.01082262307
"116","248",18450,24980,-0.385332126296795,0.0856338260348696,"aug",0,1,1802.49075653662,20252.4907565366,4727.50924346338
"117","257",18670,25480,-0.245532601753431,0.198208754450595,"aug",0,1,1873.30617172556,20543.3061717256,4936.69382827444
"118","258",18970,23580,-0.0548968864670282,-0.229575973529163,"aug",0,1,1821.00454834164,20791.0045483416,2788.99545165836
"119","259",19040,23410,-0.010415219566867,-0.267851449190509,"aug",0,1,1824.55757294257,20864.5575729426,2545.44242705743
"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","270",18840,22740,-0.137505696424469,-0.418701853267582,"aug",0,1,1730.43067051652,20570.4306705165,2169.56932948348
"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","272",18690,22100,-0.232823554067671,-0.56279776163971,"aug",0,1,1632.13840912822,20322.1384091282,1777.86159087178
"125","29",19320,23040,0.167511448033778,-0.351156896218146,"aug",0,1,1856.09380549592,21176.0938054959,1863.90619450408
"126","30",18830,26250,-0.143860220267351,0.371574144210813,"aug",0,1,1930.38890069486,20760.3889006949,5489.61109930514
"127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","306",18630,23820,-0.270950697124953,-0.175540007889614,"aug",0,1,1761.49436507169,20391.4943650717,3428.50563492831
"129","307",17610,22090,-0.919112129098728,-0.565049260208025,"aug",0,1,1282.62593148365,18892.6259314836,3197.37406851635
"130","308",18280,24690,-0.493359031625757,0.0203403675537489,"aug",0,1,1740.64229223468,20020.6422922347,4669.35770776532
"131","31",21570,27520,1.59727931268181,0.657514462386756,"aug",0,1,2572.00010520416,24142.0001052042,3377.99989479584
"132","317",18020,22850,-0.658576651540641,-0.393935369016122,"aug",0,1,1489.09784684859,19509.0978468486,3340.9021531514
"133","318",18770,22850,-0.181987363324631,-0.393935369016122,"aug",0,1,1720.86308662874,20490.8630866287,2359.13691337126
"134","319",18920,21230,-0.0866695056814271,-0.758678137083073,"aug",0,1,1621.5109349782,20541.5109349782,688.489065021804
"135","32",20010,28530,0.605973593192509,0.884915817786522,"aug",0,1,2225.24137086437,22235.2413708644,6294.75862913562
"136","320",18870,24420,-0.118442124895828,-0.0404500937907429,"aug",0,1,1851.49381176377,20721.4938117638,3698.50618823624
"137","329",18310,21500,-0.474295460097118,-0.697887675738581,"aug",0,1,1454.92299667108,19764.9229966711,1735.07700332892
"138","330",19700,23010,0.408983354063223,-0.357911391923089,"aug",0,1,1915.43207784198,21615.432077842,1394.56792215802
"139","331",18290,23810,-0.487004507782878,-0.177791506457929,"aug",0,1,1668.35741559994,19958.3574155999,3851.64258440006
"140","332",18950,22270,-0.0676059341527882,-0.524522285978364,"aug",0,1,1721.26237003968,20671.2623700397,1598.73762996032
"141","341",18840,21110,-0.137505696424469,-0.785696119902848,"aug",0,1,1585.96833705151,20425.9683370515,684.031662948488
"142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","343",16920,20250,-1.35757427425746,-0.979324996777896,"aug",0,1,933.423918244642,17853.4239182446,2396.57608175536
"144","344",18440,23340,-0.391686650139674,-0.283611939168711,"aug",0,1,1670.36465280748,20110.3646528075,3229.63534719252
"145","353",19920,25990,0.548782878606587,0.313035181434635,"aug",0,1,2060.94774791616,21980.9477479162,4009.05225208384
"146","354",18800,24280,-0.162923791795989,-0.0719710737471462,"aug",0,1,1830.18267373347,20630.1826737335,3649.81732626653
"147","355",19240,23750,0.116675257290735,-0.191300497867816,"aug",0,1,1879.52578705221,21119.5257870522,2630.47421294779
"148","356",18050,23810,-0.639513080012,-0.177791506457929,"aug",0,1,1593.5923497239,19643.5923497239,4166.4076502761
"149","365",19220,23850,0.103966209604975,-0.16878551218467,"aug",0,1,1881.23280108605,21101.232801086,2748.76719891395
"150","366",14390,22950,-2.96526880650613,-0.371420383332977,"aug",0,1,185.693074914701,14575.6930749147,8374.3069250853
"151","367",18300,23710,-0.480649983939997,-0.200306492141074,"aug",0,1,1662.27267845667,19962.2726784567,3747.72732154333
"152","368",17680,25150,-0.874630462198566,0.123909301696216,"aug",0,1,1603.79153304651,19283.7915330465,5866.20846695349
"153","377",18670,24580,-0.245532601753431,-0.00442611669771143,"aug",0,1,1822.72951870467,20492.7295187047,4087.27048129533
"154","378",18630,23670,-0.270950697124953,-0.209312486414331,"aug",0,1,1750.027257935,20380.027257935,3289.97274206501
"155","379",18620,21910,-0.277305220967832,-0.605576234437686,"aug",0,1,1592.85821607128,20212.8582160713,1697.14178392872
"156","380",18000,24460,-0.671285699226402,-0.031444099517485,"aug",0,1,1640.05547906449,19640.0554790645,4819.94452093551
"157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","391",18480,24100,-0.366268554768154,-0.112498047976807,"aug",0,1,1745.51746469239,20225.5174646924,3874.48253530761
"160","392",17870,25300,-0.753894509183843,0.157681780220934,"aug",0,1,1678.02082638282,19548.0208263828,5751.97917361718
"161","401",18490,22220,-0.359914030925275,-0.535779778819937,"aug",0,1,1581.41283070494,20071.4128307049,2148.58716929506
"162","402",18180,23420,-0.556904270054559,-0.265599950622194,"aug",0,1,1597.74421208311,19777.7442120831,3642.25578791689
"163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","41",18790,25480,-0.169278315638871,0.198208754450595,"aug",0,1,1892.12967069582,20682.1296706958,4797.87032930418
"166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","415",16960,22410,-1.33215617888594,-0.493001306021961,"aug",0,1,1102.04095865426,18062.0409586543,4347.95904134574
"169","416",18240,20390,-0.518777126997279,-0.947804016821492,"aug",0,1,1334.91354549806,19574.9135454981,815.086454501943
"170","42",23100,37490,2.56952146064247,2.90225853499633,"aug",0,1,4802.31335687255,27902.3133568725,9587.68664312745
"171","43",19050,23460,-0.00406069572398584,-0.256593956348936,"aug",0,1,1829.61806178414,20879.6180617841,2580.38193821586
